manager_id,fund_key,fund_code,url,published,title,label,filename_date,path,error
vcbf,vcbaif,VCBF-AIF,https://www.vcbf.com/images/2025/vcbaif_bc_tuan_20251126.xlsx,2025-11-28,Báo cáo thay đổi giá trị tài sản ròng Quỹ AIF - Tuần 48/2025,Tuần 48/2025,2025-11-26,data/raw/vcbf/vcbaif_bc_tuan_20251126-1826c17b2194a296.xlsx,BadZipFile: File is not a zip file
vcbf,vcbbcf,VCBF-BCF,https://www.vcbf.com/images/2025/vcbbcf_bc_tuan_20251126.xlsx,2025-11-28,Báo cáo thay đổi giá trị tài sản ròng Quỹ BCF - Tuần 48/2025,Tuần 48/2025,2025-11-26,data/raw/vcbf/vcbbcf_bc_tuan_20251126-4f150fe83c3f4d4e.xlsx,BadZipFile: File is not a zip file
vinacapital,vesaf,VINACAPITAL-VESAF,https://vinacapital.com/wp-content/uploads/2022/08/20220728-vesaf-changes-of-nav-weekly-report.xlsx,2022-07-28,20220728-vesaf-changes-of-nav-weekly-report.xlsx,,2022-07-28,data/raw/vinacapital/20220728-vesaf-changes-of-nav-weekly-report-e29c36e6218aca86.xlsx,"ParseError: no section-3 (change in NAV) line present; this is a point-in-time NAV report, not the Appendix XXIV change report [data/raw/vinacapital/20220728-vesaf-changes-of-nav-weekly-report-e29c36e6218aca86.xlsx]"
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130412-vff-nav-weekly-report-1.pdf,2013-04-12,20130412-vff-nav-weekly-report-1.pdf,,2013-04-12,data/raw/vinacapital/20130412-vff-nav-weekly-report-1-376d9b596f98b802.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130412-vff-nav-weekly-report-1-376d9b596f98b802.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130415-vff-nav-weekly-report.pdf,2013-04-15,20130415-vff-nav-weekly-report.pdf,,2013-04-15,data/raw/vinacapital/20130415-vff-nav-weekly-report-06f3faf307800967.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130415-vff-nav-weekly-report-06f3faf307800967.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130422-vff-nav-weekly-report.pdf,2013-04-22,20130422-vff-nav-weekly-report.pdf,,2013-04-22,data/raw/vinacapital/20130422-vff-nav-weekly-report-2d0e57baec98bdba.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130422-vff-nav-weekly-report-2d0e57baec98bdba.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130429-vff-nav-weekly-report.pdf,2013-04-29,20130429-vff-nav-weekly-report.pdf,,2013-04-29,data/raw/vinacapital/20130429-vff-nav-weekly-report-9ccbe982243a643f.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130429-vff-nav-weekly-report-9ccbe982243a643f.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130506-vff-nav-weekly-report-1.pdf,2013-05-06,20130506-vff-nav-weekly-report-1.pdf,,2013-05-06,data/raw/vinacapital/20130506-vff-nav-weekly-report-1-bd264ae7c7423eb9.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130506-vff-nav-weekly-report-1-bd264ae7c7423eb9.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130513-vff-nav-weekly-report.pdf,2013-05-13,20130513-vff-nav-weekly-report.pdf,,2013-05-13,data/raw/vinacapital/20130513-vff-nav-weekly-report-5c7fde1a65278861.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130513-vff-nav-weekly-report-5c7fde1a65278861.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130521-vff-nav-weekly-report.pdf,2013-05-21,20130521-vff-nav-weekly-report.pdf,,2013-05-21,data/raw/vinacapital/20130521-vff-nav-weekly-report-c4c0d69dc61b3adb.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130521-vff-nav-weekly-report-c4c0d69dc61b3adb.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130528-vff-nav-weekly-report-1.pdf,2013-05-28,20130528-vff-nav-weekly-report-1.pdf,,2013-05-28,data/raw/vinacapital/20130528-vff-nav-weekly-report-1-28810cb8b937b578.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130528-vff-nav-weekly-report-1-28810cb8b937b578.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130604-vff-nav-weekly-report-revised.pdf,2013-06-04,20130604-vff-nav-weekly-report-revised.pdf,,2013-06-04,data/raw/vinacapital/20130604-vff-nav-weekly-report-revised-3465cd8a2ed9750e.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130604-vff-nav-weekly-report-revised-3465cd8a2ed9750e.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130611-vff-nav-weekly-report.pdf,2013-06-11,20130611-vff-nav-weekly-report.pdf,,2013-06-11,data/raw/vinacapital/20130611-vff-nav-weekly-report-0ee76e127cf17c05.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130611-vff-nav-weekly-report-0ee76e127cf17c05.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130617-vff-nav-weekly-report.pdf,2013-06-17,20130617-vff-nav-weekly-report.pdf,,2013-06-17,data/raw/vinacapital/20130617-vff-nav-weekly-report-565e6b7ba7f6ffda.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130617-vff-nav-weekly-report-565e6b7ba7f6ffda.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130624-vff-nav-weekly-report-1.pdf,2013-06-24,20130624-vff-nav-weekly-report-1.pdf,,2013-06-24,data/raw/vinacapital/20130624-vff-nav-weekly-report-1-4c6968fa9a34934d.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130624-vff-nav-weekly-report-1-4c6968fa9a34934d.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130701-vff-nav-weekly-report.pdf,2013-07-01,20130701-vff-nav-weekly-report.pdf,,2013-07-01,data/raw/vinacapital/20130701-vff-nav-weekly-report-131e323e8f591865.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130701-vff-nav-weekly-report-131e323e8f591865.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130708-vff-nav-weekly-report-1.pdf,2013-07-08,20130708-vff-nav-weekly-report-1.pdf,,2013-07-08,data/raw/vinacapital/20130708-vff-nav-weekly-report-1-ecf6342e174970f4.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130708-vff-nav-weekly-report-1-ecf6342e174970f4.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130715-vff-nav-weekly-report.pdf,2013-07-15,20130715-vff-nav-weekly-report.pdf,,2013-07-15,data/raw/vinacapital/20130715-vff-nav-weekly-report-f3c73225b672c676.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130715-vff-nav-weekly-report-f3c73225b672c676.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130722-vff-nav-weekly-report-1.pdf,2013-07-22,20130722-vff-nav-weekly-report-1.pdf,,2013-07-22,data/raw/vinacapital/20130722-vff-nav-weekly-report-1-a773f263dbc802a6.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130722-vff-nav-weekly-report-1-a773f263dbc802a6.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130729-vff-nav-weekly-report-1.pdf,2013-07-29,20130729-vff-nav-weekly-report-1.pdf,,2013-07-29,data/raw/vinacapital/20130729-vff-nav-weekly-report-1-dba4e32e4c80bbe9.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130729-vff-nav-weekly-report-1-dba4e32e4c80bbe9.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130805-vff-nav-weekly-report.pdf,2013-08-05,20130805-vff-nav-weekly-report.pdf,,2013-08-05,data/raw/vinacapital/20130805-vff-nav-weekly-report-2f956fdd0dadfbfd.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130805-vff-nav-weekly-report-2f956fdd0dadfbfd.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130812-vff-nav-weekly-report.pdf,2013-08-12,20130812-vff-nav-weekly-report.pdf,,2013-08-12,data/raw/vinacapital/20130812-vff-nav-weekly-report-f800112029014b24.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130812-vff-nav-weekly-report-f800112029014b24.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130819-vff-nav-weekly-report.pdf,2013-08-19,20130819-vff-nav-weekly-report.pdf,,2013-08-19,data/raw/vinacapital/20130819-vff-nav-weekly-report-7e958230e7512e76.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130819-vff-nav-weekly-report-7e958230e7512e76.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130826-vff-nav-weekly-report.pdf,2013-08-26,20130826-vff-nav-weekly-report.pdf,,2013-08-26,data/raw/vinacapital/20130826-vff-nav-weekly-report-2fb10469b1409127.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130826-vff-nav-weekly-report-2fb10469b1409127.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130902-vff-nav-weekly-report.pdf,2013-09-02,20130902-vff-nav-weekly-report.pdf,,2013-09-02,data/raw/vinacapital/20130902-vff-nav-weekly-report-5fef4c3d1ff6915e.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130902-vff-nav-weekly-report-5fef4c3d1ff6915e.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130909-vff-nav-weekly-report.pdf,2013-09-09,20130909-vff-nav-weekly-report.pdf,,2013-09-09,data/raw/vinacapital/20130909-vff-nav-weekly-report-4651edf645bc6adb.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130909-vff-nav-weekly-report-4651edf645bc6adb.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130916-vff-nav-weekly-report.pdf,2013-09-16,20130916-vff-nav-weekly-report.pdf,,2013-09-16,data/raw/vinacapital/20130916-vff-nav-weekly-report-b5d4867fb6d4478f.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130916-vff-nav-weekly-report-b5d4867fb6d4478f.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130923-vff-nav-weekly-report.pdf,2013-09-23,20130923-vff-nav-weekly-report.pdf,,2013-09-23,data/raw/vinacapital/20130923-vff-nav-weekly-report-b2edebe0a5c4a746.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130923-vff-nav-weekly-report-b2edebe0a5c4a746.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20130930-vff-nav-weekly-report.pdf,2013-09-30,20130930-vff-nav-weekly-report.pdf,,2013-09-30,data/raw/vinacapital/20130930-vff-nav-weekly-report-d690c2928f4dd40f.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20130930-vff-nav-weekly-report-d690c2928f4dd40f.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131007-vff-nav-weekly-report.pdf,2013-10-07,20131007-vff-nav-weekly-report.pdf,,2013-10-07,data/raw/vinacapital/20131007-vff-nav-weekly-report-2785278d3c2fbb31.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131007-vff-nav-weekly-report-2785278d3c2fbb31.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131014-vff-nav-weekly-report.pdf,2013-10-14,20131014-vff-nav-weekly-report.pdf,,2013-10-14,data/raw/vinacapital/20131014-vff-nav-weekly-report-1d3d0705b2961554.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131014-vff-nav-weekly-report-1d3d0705b2961554.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131021-vff-nav-weekly-report.pdf,2013-10-21,20131021-vff-nav-weekly-report.pdf,,2013-10-21,data/raw/vinacapital/20131021-vff-nav-weekly-report-a4e484b863a108c2.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131021-vff-nav-weekly-report-a4e484b863a108c2.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131028-vff-nav-weekly-report.pdf,2013-10-28,20131028-vff-nav-weekly-report.pdf,,2013-10-28,data/raw/vinacapital/20131028-vff-nav-weekly-report-ed3406d39fefeb88.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131028-vff-nav-weekly-report-ed3406d39fefeb88.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131104-vff-nav-weekly-report.pdf,2013-11-04,20131104-vff-nav-weekly-report.pdf,,2013-11-04,data/raw/vinacapital/20131104-vff-nav-weekly-report-667878c7007aac52.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131104-vff-nav-weekly-report-667878c7007aac52.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131111-vff-nav-weekly-report.pdf,2013-11-11,20131111-vff-nav-weekly-report.pdf,,2013-11-11,data/raw/vinacapital/20131111-vff-nav-weekly-report-bea04f21bb5bbc47.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131111-vff-nav-weekly-report-bea04f21bb5bbc47.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131118-vff-nav-weekly-report.pdf,2013-11-18,20131118-vff-nav-weekly-report.pdf,,2013-11-18,data/raw/vinacapital/20131118-vff-nav-weekly-report-353e07e216cb7480.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131118-vff-nav-weekly-report-353e07e216cb7480.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131125-vff-nav-weekly-report.pdf,2013-11-25,20131125-vff-nav-weekly-report.pdf,,2013-11-25,data/raw/vinacapital/20131125-vff-nav-weekly-report-7cd4e612d0ed08a7.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131125-vff-nav-weekly-report-7cd4e612d0ed08a7.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131202-vff-nav-weekly-report.pdf,2013-12-02,20131202-vff-nav-weekly-report.pdf,,2013-12-02,data/raw/vinacapital/20131202-vff-nav-weekly-report-841da3c6f72b3c31.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131202-vff-nav-weekly-report-841da3c6f72b3c31.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131209-vff-nav-weekly-report.pdf,2013-12-09,20131209-vff-nav-weekly-report.pdf,,2013-12-09,data/raw/vinacapital/20131209-vff-nav-weekly-report-610e527905eeb411.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131209-vff-nav-weekly-report-610e527905eeb411.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131216-vff-nav-weekly-report.pdf,2013-12-16,20131216-vff-nav-weekly-report.pdf,,2013-12-16,data/raw/vinacapital/20131216-vff-nav-weekly-report-a3f2e88df4c4454e.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131216-vff-nav-weekly-report-a3f2e88df4c4454e.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131223-vff-nav-weekly-report.pdf,2013-12-23,20131223-vff-nav-weekly-report.pdf,,2013-12-23,data/raw/vinacapital/20131223-vff-nav-weekly-report-0a5dd1fb960de6ad.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131223-vff-nav-weekly-report-0a5dd1fb960de6ad.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20131230-vff-nav-weekly-report.pdf,2013-12-30,20131230-vff-nav-weekly-report.pdf,,2013-12-30,data/raw/vinacapital/20131230-vff-nav-weekly-report-95db083df770f936.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20131230-vff-nav-weekly-report-95db083df770f936.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20140106-vff-nav-weekly-report.pdf,2014-01-06,20140106-vff-nav-weekly-report.pdf,,2014-01-06,data/raw/vinacapital/20140106-vff-nav-weekly-report-025a94c65c5b03e7.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20140106-vff-nav-weekly-report-025a94c65c5b03e7.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20140113-vff-nav-weekly-report.pdf,2014-01-13,20140113-vff-nav-weekly-report.pdf,,2014-01-13,data/raw/vinacapital/20140113-vff-nav-weekly-report-5c20dd1b5af414ab.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20140113-vff-nav-weekly-report-5c20dd1b5af414ab.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20140120-vff-nav-weekly-report.pdf,2014-01-20,20140120-vff-nav-weekly-report.pdf,,2014-01-20,data/raw/vinacapital/20140120-vff-nav-weekly-report-5b30022fa93b1571.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20140120-vff-nav-weekly-report-5b30022fa93b1571.pdf]
vinacapital,vff,VINACAPITAL-VFF,https://vinacapital.com/wp-content/uploads/2022/07/20140127-vff-nav-weekly-report.pdf,2014-01-27,20140127-vff-nav-weekly-report.pdf,,2014-01-27,data/raw/vinacapital/20140127-vff-nav-weekly-report-0ee7d7b675a3bd1b.pdf,ParseError: line 2.1 (nav_end) absent; layout is not Appendix XXIV [data/raw/vinacapital/20140127-vff-nav-weekly-report-0ee7d7b675a3bd1b.pdf]
